,OPEID,INSTNM,CITY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,region,ADM_RATE,UGDS,CURROPER,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTFLOAN,UG25abv,COMP_ORIG_YR4_RT,WDRAW_ORIG_YR4_RT,ENRL_ORIG_YR4_RT,DEBT_MDN,Year,NetPrice,Cost,PREDDEG_N,Governance,EnrollmentBins,TuitionBins,ExpenditureBins,Complete,RetentionFT,RetentionPT
8962,Other,new life business institute,Jamaica,1,1,1,3,2.0,,42.0,True,6364.0,1227.0,,0.42979999999999996,1.0,0.7857,0.56462585034,0.21094177345850001,0.0,3430.0,2013,17281.0,20484.0,Certificate,Private for-profit,small,high,low,0.9526,0.8305,
8152,Other,new life theological seminary,Charlotte,1,3,4,2,5.0,,122.0,True,5046.0,2021.0,1882.0,0.2143,0.8224,0.9590000000000001,0.3835605580215,0.193277310924,0.0234227067485,14250.0,2013,22077.0,24685.0,Bachelor,Private nonprofit,small,med,low,0.4,0.0,0.6667
4751,Other,new mexico highlands university,Las Vegas,1,3,4,1,6.0,,2221.0,True,3724.0,6683.0,6118.0,0.9396,0.4225,0.3873,0.292682926829,0.1748062296655,0.056397928994,9445.0,2013,8984.0,15611.0,Bachelor,Public,xl,med,high,0.1844,0.4717,0.3333
4755,Other,new mexico institute of mining and technology,Socorro,1,3,4,1,6.0,0.4136,1490.0,True,5159.0,9268.0,6908.0,0.6158,0.3495,0.1827,0.292682926829,0.1748062296655,0.056397928994,9283.0,2013,10219.0,17600.0,Bachelor,Public,large,med,high,0.4417,0.7659,1.0
4752,Other,new mexico junior college,Hobbs,1,2,2,1,6.0,,1500.0,True,2156.0,5181.0,5788.0,1.0,0.0485,0.3211,0.115118956255,0.289032258065,0.037419354839,5500.0,2013,9680.0,11954.0,Associates,Public,large,low,med,0.1844,0.6888,0.6609
4753,Other,new mexico military institute,Roswell,1,2,2,1,6.0,0.4186,470.0,True,7564.0,13188.0,6852.0,1.0,0.2224,0.3211,0.115118956255,0.289032258065,0.037419354839,5500.0,2013,6182.0,14200.0,Associates,Public,medium,high,highest,0.4251,0.3775,
4758,Other,new mexico state university-alamogordo,Alamogordo,5,2,2,1,6.0,,1379.0,True,1448.0,5152.0,6029.0,0.8361,0.4015,0.4959,0.115118956255,0.289032258065,0.037419354839,11147.0,2013,4261.0,9582.0,Associates,Public,large,low,med,0.0916,0.5,0.2029
4759,Other,new mexico state university-carlsbad,Carlsbad,5,2,2,1,6.0,,806.0,True,1011.0,6212.0,5743.0,0.9348,0.2311,0.3251,0.115118956255,0.289032258065,0.037419354839,11147.0,2013,5074.0,9653.0,Associates,Public,large,low,high,0.0352,0.4762,0.2333
4746,Other,new mexico state university-dona ana,Las Cruces,5,2,2,1,6.0,,6677.0,True,1093.0,4391.0,5619.0,0.8618,0.3764,0.3498,0.115118956255,0.289032258065,0.037419354839,11147.0,2013,6197.0,11190.0,Associates,Public,xl,low,med,0.122,0.5736,0.3872
4760,Other,new mexico state university-grants,Grants,5,2,2,1,6.0,,512.0,True,1219.0,4160.0,5362.0,0.65,0.3479,0.4464,0.115118956255,0.289032258065,0.037419354839,11147.0,2013,3935.0,9923.0,Associates,Public,large,low,med,0.1593,0.495,0.2353
4761,Other,new mexico state university-main campus,Las Cruces,5,3,4,1,6.0,0.852,12886.0,True,4016.0,8494.0,7954.0,0.9384,0.4438,0.2374,0.292682926829,0.1748062296655,0.056397928994,11147.0,2013,10158.0,17290.0,Bachelor,Public,xl,med,high,0.4328,0.7399,0.4074
7723,Other,new professions technical institute,Miami,1,1,1,3,5.0,,67.0,True,21331.0,5352.0,,0.42979999999999996,0.6937,0.8358,0.56462585034,0.21094177345850001,0.0,8563.0,2013,18974.0,23134.0,Certificate,Private for-profit,small,highest,med,0.8125,0.8,0.76
8333,Other,new river community and technical college,Beckley,1,2,2,1,5.0,,2022.0,True,1698.0,3675.0,5143.0,1.0,0.306,0.461,0.115118956255,0.289032258065,0.037419354839,4300.0,2013,5756.0,7894.0,Associates,Public,xl,low,med,0.1019,0.3966,0.1935
6373,Other,new river community college,Dublin,1,2,2,1,5.0,,2885.0,True,2830.0,4579.0,7068.0,0.2523,0.1523,0.2633,0.115118956255,0.289032258065,0.037419354839,5500.0,2013,5787.0,10190.0,Associates,Public,xl,med,med,0.2414,0.573,0.3837
4948,Other,new school of radio and television,Albany,1,1,1,3,2.0,,58.0,True,16017.0,4846.0,,0.42979999999999996,0.7797,0.3103,0.56462585034,0.21094177345850001,0.0,6335.0,2013,8504.0,11905.0,Certificate,Private for-profit,small,highest,med,0.9655,0.7273,
2570,Other,new tyler barber college inc,North Little Rock,1,1,1,3,5.0,,79.0,True,4718.0,1976.0,,0.42979999999999996,0.3978,0.4937,0.56462585034,0.21094177345850001,0.0,9500.0,2013,12681.0,16982.0,Certificate,Private for-profit,small,med,low,0.6136,0.8571,
6913,Other,new york academy of art,New York,1,4,4,2,2.0,,316.0,True,28841.0,12269.0,5057.0,0.1667,,0.4937,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,highest,highest,0.529,0.9271,
7889,Other,new york automotive and diesel institute,Jamaica,1,1,1,3,2.0,,276.0,True,10849.0,1613.0,,0.42979999999999996,0.7854,0.5254,0.56462585034,0.21094177345850001,0.0,9499.0,2013,20149.0,23141.0,Certificate,Private for-profit,medium,highest,low,0.6516,0.7069,
5015,Other,new york career institute,New York,1,2,2,3,2.0,,558.0,True,11341.0,2234.0,5476.0,0.2,0.6879,0.5277,0.339111592633,0.328495034377,0.010035842294,9852.0,2013,15563.0,19079.0,Associates,Private for-profit,large,highest,low,0.4603,0.4167,0.4545
4949,Other,new york chiropractic college,Seneca Falls,1,4,4,2,2.0,,58.0,True,22856.0,11679.0,5727.0,0.5321,,0.5277,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,highest,highest,0.529,0.9271,
7459,Other,new york college of health professions,Syosset,1,2,4,2,2.0,0.8095,529.0,True,10315.0,4422.0,5361.0,1.0,0.7189,0.6872,0.615909090909,0.1862495060885,0.0,14228.0,2013,35363.0,38650.0,Associates,Private nonprofit,large,highest,med,0.5313,0.587,
4960,Other,new york college of podiatric medicine,New York,1,4,4,2,2.0,,1021.0,True,24425.0,10979.0,6683.0,1.0,,0.6872,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,highest,highest,0.529,0.9271,
7863,Other,new york college of traditional chinese medicine,Mineola,1,4,4,2,2.0,,64.0,True,8996.0,5414.0,5272.0,0.7479,,0.8519,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,small,high,med,0.529,0.9271,
7567,Other,new york conservatory for dramatic arts,New York,1,1,1,3,2.0,0.7090000000000001,273.0,True,27753.0,5405.0,4603.0,1.0,0.7414,0.1245,0.56462585034,0.21094177345850001,0.0,12000.0,2013,40545.0,51591.0,Certificate,Private for-profit,medium,highest,med,0.6,0.6627,
9217,Other,new york film academy,Universal City,1,1,4,3,8.0,,1344.0,True,8606.0,2186.0,8041.0,0.0883,0.0772,0.1376,0.56462585034,0.21094177345850001,0.0,5759.5,2013,47639.0,58218.0,Certificate,Private for-profit,large,high,low,0.6563,0.86,
9656,Other,new york institute of beauty,Islandia,1,1,1,3,2.0,,80.0,True,7740.0,2117.0,,0.42979999999999996,0.0556,0.525,0.56462585034,0.21094177345850001,0.0,9500.0,2013,15310.0,19916.0,Certificate,Private for-profit,small,high,low,0.6563,0.7273,
7652,Other,new york institute of massage inc,Williamsville,1,1,1,3,2.0,,103.0,True,12809.0,5460.0,,0.42979999999999996,0.5275,0.8155,0.56462585034,0.21094177345850001,0.0,9500.0,2013,17034.0,19782.0,Certificate,Private for-profit,small,highest,med,0.7647,0.4375,0.5833
4961,Other,new york institute of technology,Old Westbury,1,3,4,2,2.0,0.7407,4307.0,True,28199.0,15085.0,11418.0,0.1962,0.5407,0.1667,0.3835605580215,0.193277310924,0.0234227067485,17250.0,2013,22441.0,39014.0,Bachelor,Private nonprofit,xl,highest,highest,0.4705,0.7208,0.359
4951,Other,new york law school,New York,1,4,4,2,2.0,,820.0,True,43369.0,25225.0,19029.0,0.4213,,0.1667,0.6351555000845,0.0,0.0,2862.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,highest,highest,0.529,0.9271,
8960,Other,new york medical career training center,Flushing,1,1,1,3,2.0,,363.0,True,9616.0,2263.0,,0.42979999999999996,0.0939,0.3168,0.56462585034,0.21094177345850001,0.0,4850.0,2013,13683.0,18931.0,Certificate,Private for-profit,medium,high,low,0.9571,0.2679,0.1164
4952,Other,new york medical college,Valhalla,1,4,4,2,2.0,,820.0,True,38619.0,29640.0,10104.0,1.0,,0.3168,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,highest,highest,0.529,0.9271,
8606,Other,new york methodist hospital center for allied health education,Brooklyn,1,1,1,2,2.0,,155.0,True,14210.0,3638.0,,0.62,0.2514,0.6258,0.604933726068,0.0484097515695,0.0,9500.0,2013,35638.0,39146.0,Certificate,Private nonprofit,medium,highest,med,0.9333,0.7647,
4953,Other,new york school for medical and dental assistants,Long Island City,1,1,1,3,2.0,,328.0,True,21704.0,5518.0,,0.42979999999999996,0.91,0.3323,0.56462585034,0.21094177345850001,0.0,8784.0,2013,13120.0,18025.0,Certificate,Private for-profit,medium,highest,med,0.7918,0.8243,
9439,Other,new york school of esthetics & day spa,Tarrytown,1,1,1,3,2.0,,80.0,True,10897.0,5346.0,,0.42979999999999996,0.2782,0.6875,0.56462585034,0.21094177345850001,0.0,6333.0,2013,14918.0,15740.0,Certificate,Private for-profit,small,highest,med,0.9032,0.7273,
4962,Other,new york school of interior design,New York,1,2,4,2,2.0,0.4675,394.0,True,28158.0,18582.0,6015.0,0.5,0.2874,0.5432,0.615909090909,0.1862495060885,0.0,22450.0,2013,29690.0,41178.0,Associates,Private nonprofit,medium,highest,highest,0.5556,0.7143,0.0
4954,Other,new york theological seminary,New York,1,4,4,2,2.0,,328.0,True,17082.0,5544.0,6477.0,1.0,,0.5432,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,highest,med,0.529,0.9271,
4955,Other,new york university,New York,2,3,4,2,2.0,0.2605,22172.0,True,31648.0,28606.0,13434.0,0.4045,0.4131,0.0622,0.3835605580215,0.193277310924,0.0234227067485,21500.0,2013,37971.0,60059.0,Bachelor,Private nonprofit,xl,highest,highest,0.8331,0.925,0.6154
5916,Other,newberry college,Newberry,1,3,3,2,5.0,0.5908,1032.0,True,10741.0,5913.0,5099.0,1.0,0.7514,0.0751,0.3835605580215,0.193277310924,0.0234227067485,21492.0,2013,18405.0,37837.0,Bachelor,Private nonprofit,large,highest,med,0.4458,0.6864,
2843,Other,newberry school of beauty,Granada Hills,1,1,1,3,8.0,,153.0,True,4777.0,1981.0,,0.42979999999999996,0.4857,0.366,0.56462585034,0.21094177345850001,0.0,4598.5,2013,9167.0,12408.0,Certificate,Private for-profit,medium,med,low,0.8,0.7917,0.6923
1714,Other,newbold techncial institute - salem,Salem,2,0,0,2,3.0,,76.0,False,9613.5,8790.0,,0.45,,0.366,0.446548113087,0.270718232044,0.026904864399,19000.0,2011,11516.0,17823.0,Not classified,Private nonprofit,,,,0.6251,0.79425,
4139,Other,newbury college,Brookline,1,3,3,2,1.0,0.5953,961.0,True,16433.0,6425.0,6185.0,0.2895,0.773,0.1029,0.3835605580215,0.193277310924,0.0234227067485,16000.0,2013,24111.0,40611.0,Bachelor,Private nonprofit,large,highest,high,0.309,0.5597,0.0
3777,Other,newman university,Wichita,1,3,4,2,4.0,0.4472,1276.0,True,8221.0,4504.0,5684.0,1.0,0.3578,0.1606,0.3835605580215,0.193277310924,0.0234227067485,16945.0,2013,17331.0,33524.0,Bachelor,Private nonprofit,large,high,med,0.5188,0.7263,0.0
5869,Other,newport school of hairdressing-main campus,Pawtucket,1,1,1,3,1.0,,36.0,True,7473.0,6858.0,,0.42979999999999996,0.6119,0.7778,0.56462585034,0.21094177345850001,0.0,6804.0,2013,15310.0,19916.0,Certificate,Private for-profit,small,high,high,0.6563,0.7273,0.6
2842,Other,newschool of architecture and design,San Diego,1,3,4,3,8.0,0.7949,375.0,True,19559.0,6617.0,7034.0,0.2636,0.7404,0.46399999999999997,0.201995114963,0.44749759271,0.055200729927,30833.0,2013,35550.0,43957.0,Bachelor,Private for-profit,medium,highest,high,0.35,0.5,
4640,Other,nhti-concord's community college,Concord,1,2,2,1,1.0,,3826.0,True,7750.0,5080.0,6367.0,1.0,0.591,0.3064,0.115118956255,0.289032258065,0.037419354839,9500.0,2013,16954.0,19062.0,Associates,Public,xl,high,med,0.2032,0.5670000000000001,0.4704
4956,Other,niagara county community college,Sanborn,1,2,2,1,2.0,,5297.0,True,2611.0,6038.0,6932.0,1.0,0.3191,0.2293,0.115118956255,0.289032258065,0.037419354839,7309.0,2013,5119.0,9451.0,Associates,Public,xl,med,high,0.2591,0.6471,0.4519
4957,Other,niagara university,Niagara University,1,3,4,2,2.0,0.6633,2841.0,True,13010.0,7355.0,8135.0,1.0,0.644,0.0839,0.3835605580215,0.193277310924,0.0234227067485,21000.0,2013,17437.0,38829.0,Bachelor,Private nonprofit,xl,highest,high,0.6513,0.8072,
3918,Other,nicholls state university,Thibodaux,1,3,4,1,5.0,0.8694,5682.0,True,4893.0,5318.0,5785.0,1.0,0.4958,0.1741,0.292682926829,0.1748062296655,0.056397928994,11555.0,2013,9660.0,16071.0,Bachelor,Public,xl,med,med,0.4126,0.6812,0.5321
4140,Other,nichols college,Dudley,1,3,4,2,1.0,0.8047,1260.0,True,14317.0,4681.0,5479.0,0.4646,0.8759999999999999,0.1374,0.3835605580215,0.193277310924,0.0234227067485,15782.5,2013,26673.0,44886.0,Bachelor,Private nonprofit,large,highest,med,0.4656,0.6939,1.0
6583,Other,nicolet area technical college,Rhinelander,1,1,2,1,3.0,,1123.0,True,2583.0,13732.0,6139.0,0.2667,0.4173,0.4343,0.0996921939175,0.033107377935,0.0,5750.0,2013,7083.0,11329.0,Certificate,Public,large,med,highest,0.2937,0.6522,0.5763
8153,Other,nightingale college,Ogden,1,2,2,3,7.0,,86.0,True,23878.0,31836.0,6388.0,0.8182,0.5876,0.7791,0.339111592633,0.328495034377,0.010035842294,12000.0,2013,20531.0,25409.0,Associates,Private for-profit,small,highest,highest,0.8,0.6271,
3519,Other,niles school of cosmetology,Niles,1,1,1,3,3.0,,78.0,True,2219.0,2377.0,,0.42979999999999996,0.1416,0.3718,0.56462585034,0.21094177345850001,0.0,9500.0,2013,8077.0,12298.0,Certificate,Private for-profit,small,low,low,0.5517,1.0,0.7895
9162,Other,norco college,Norco,1,2,2,1,8.0,,8321.0,True,721.0,2914.0,9496.0,0.2677,0.012,0.2876,0.115118956255,0.289032258065,0.037419354839,4500.0,2013,7258.0,12678.0,Associates,Public,xl,low,med,0.2449,0.71,0.5095
6376,Other,norfolk state university,Norfolk,1,3,4,1,5.0,0.6499,5955.0,True,4226.0,7209.0,7608.0,1.0,0.8228,0.2745,0.292682926829,0.1748062296655,0.056397928994,21500.0,2013,11901.0,18837.0,Bachelor,Public,xl,med,high,0.3443,0.7203,0.3333
4348,Other,normandale community college,Bloomington,1,2,2,1,4.0,,7751.0,True,3307.0,4468.0,7006.0,0.4932,0.3743,0.3249,0.115118956255,0.289032258065,0.037419354839,8707.0,2013,13893.0,17455.0,Associates,Public,xl,med,med,0.1566,0.5539,0.4684
3993,Other,north american trade schools,Baltimore,1,1,1,3,2.0,,545.0,True,6840.0,4515.0,,0.42979999999999996,0.9698,0.7211,0.56462585034,0.21094177345850001,0.0,8086.0,2013,17965.0,22113.0,Certificate,Private for-profit,large,high,med,0.6912,0.8190000000000001,
9277,Other,north american university,Houston,1,3,3,2,6.0,,350.0,True,5643.0,6587.0,5083.0,0.575,0.3914,0.14,0.3835605580215,0.193277310924,0.0234227067485,8250.0,2013,9107.0,19909.0,Bachelor,Private nonprofit,medium,med,high,0.54155,0.5645,0.5
2571,Other,north arkansas college,Harrison,1,1,2,1,5.0,,1885.0,True,1006.0,5232.0,5162.0,0.4643,0.2661,0.3862,0.0996921939175,0.033107377935,0.0,9312.0,2013,4094.0,9463.0,Certificate,Public,large,low,med,0.2378,0.5077,0.3731
4142,Other,north bennet street school,Boston,1,1,1,2,1.0,,161.0,True,22612.0,15940.0,,0.62,0.5739,0.6459999999999999,0.604933726068,0.0484097515695,0.0,10750.0,2013,29436.0,30069.0,Certificate,Private nonprofit,medium,highest,highest,0.8,0.9375,
5163,Other,north carolina a & t state university,Greensboro,1,3,4,1,5.0,0.6964,8577.0,True,5098.0,9006.0,8227.0,0.7231,0.7788,0.1128,0.292682926829,0.1748062296655,0.056397928994,19843.0,2013,8379.0,15313.0,Bachelor,Public,xl,med,high,0.4289,0.7977,0.625
5168,Other,north carolina central university,Durham,1,3,4,1,5.0,0.5033,5876.0,True,4987.0,10084.0,7653.0,0.7302,0.8126,0.2124,0.292682926829,0.1748062296655,0.056397928994,21670.0,2013,10214.0,17873.0,Bachelor,Public,xl,med,highest,0.3972,0.7318,0.3
5170,Other,north carolina state university at raleigh,Raleigh,1,3,4,1,5.0,0.5001,22977.0,True,7952.0,13831.0,9774.0,0.8813,0.424,0.0974,0.292682926829,0.1748062296655,0.056397928994,17750.0,2013,13164.0,20511.0,Bachelor,Public,xl,high,highest,0.7359,0.9258,0.7143
5171,Other,north carolina wesleyan college,Rocky Mount,1,3,3,2,5.0,0.4676,1602.0,True,12302.0,5604.0,5438.0,0.213,0.8449,0.5487,0.3835605580215,0.193277310924,0.0234227067485,13514.0,2013,19532.0,36686.0,Bachelor,Private nonprofit,large,highest,med,0.332,0.4887,0.0
3520,Other,north central college,Naperville,1,3,4,2,3.0,0.6365,2700.0,True,16358.0,8407.0,7337.0,0.4926,0.6976,0.0597,0.3835605580215,0.193277310924,0.0234227067485,20000.0,2013,21737.0,41218.0,Bachelor,Private nonprofit,xl,highest,high,0.639,0.7879999999999999,
7497,Other,north central institute,Clarksville,1,1,2,3,5.0,,134.0,True,5114.0,4095.0,3328.0,0.42979999999999996,0.0846,0.6567,0.56462585034,0.21094177345850001,0.0,9500.0,2013,18075.0,20780.0,Certificate,Private for-profit,small,med,med,0.7619,0.7292,1.0
3789,Other,north central kansas technical college,Beloit,1,1,2,1,4.0,,504.0,True,3017.0,7379.0,4162.0,0.6914,0.5828,0.3081,0.0996921939175,0.033107377935,0.0,9500.0,2013,11003.0,14424.0,Certificate,Public,large,med,high,0.6222,0.9149,1.0
4255,Other,north central michigan college,Petoskey,1,2,2,1,3.0,,2466.0,True,2368.0,4879.0,11576.0,1.0,0.2169,0.3975,0.115118956255,0.289032258065,0.037419354839,6500.0,2013,1656.0,6204.0,Associates,Public,xl,low,med,0.122,0.6275,0.4075
4533,Other,north central missouri college,Trenton,1,2,2,1,4.0,,1220.0,True,1382.0,3673.0,4959.0,1.0,0.3186,0.2328,0.115118956255,0.289032258065,0.037419354839,8964.0,2013,6889.0,12075.0,Associates,Public,large,low,med,0.2988,0.6459999999999999,0.5
5370,Other,north central state college,Mansfield,1,2,2,1,3.0,,2479.0,True,3425.0,6039.0,5290.0,0.2871,0.4629,0.3898,0.115118956255,0.289032258065,0.037419354839,5084.0,2013,5693.0,8873.0,Associates,Public,xl,med,high,0.1053,0.5284,0.4051
6112,Other,north central texas college,Gainesville,1,2,2,1,6.0,,10141.0,True,2028.0,3372.0,5444.0,1.0,0.2177,0.2756,0.115118956255,0.289032258065,0.037419354839,3750.0,2013,5476.0,9734.0,Associates,Public,xl,low,med,0.1393,0.4925,0.4991
4349,Other,north central university,Minneapolis,1,3,3,2,4.0,0.9521,1106.0,True,12625.0,5608.0,7177.0,0.3307,0.7807,0.0623,0.3835605580215,0.193277310924,0.0234227067485,19500.0,2013,19031.0,28800.0,Bachelor,Private nonprofit,large,highest,med,0.4549,0.7286,
4959,Other,north country community college,Saranac Lake,1,2,2,1,2.0,,1021.0,True,2670.0,5722.0,4427.0,1.0,0.2858,0.1662,0.115118956255,0.289032258065,0.037419354839,8000.0,2013,9270.0,13533.0,Associates,Public,large,med,med,0.1952,0.5147,0.375
5233,Other,north dakota state college of science,Wahpeton,1,2,2,1,4.0,,2119.0,True,3486.0,7540.0,5728.0,0.845,0.4883,0.1632,0.115118956255,0.289032258065,0.037419354839,10228.0,2013,9971.0,13048.0,Associates,Public,xl,med,high,0.4728,0.6319,0.5645
5235,Other,north dakota state university-main campus,Fargo,1,3,4,1,4.0,0.841,11629.0,True,7681.0,7707.0,8163.0,0.9872,0.5629,0.0888,0.292682926829,0.1748062296655,0.056397928994,17000.0,2013,14404.0,18277.0,Bachelor,Public,xl,high,high,0.5308,0.7805,0.5
8737,Other,north florida academy,Orange Park,1,1,1,3,5.0,,32.0,True,6315.0,1389.0,,0.42979999999999996,0.7451,0.4063,0.56462585034,0.21094177345850001,0.0,9500.0,2013,8319.0,13097.0,Certificate,Private for-profit,small,high,low,0.8824,1.0,1.0
3212,Other,north florida community college,Madison,1,2,2,1,5.0,,898.0,True,883.0,5510.0,4946.0,0.4848,0.0,0.2994,0.115118956255,0.289032258065,0.037419354839,6560.25,2013,3372.0,9016.0,Associates,Public,large,low,med,0.4327,0.6667,0.4561
8357,Other,north florida cosmetology institute inc,Tallahassee,1,1,1,3,5.0,,167.0,True,6857.0,3162.0,,0.42979999999999996,0.6408,0.5449,0.56462585034,0.21094177345850001,0.0,7000.0,2013,18318.0,22328.0,Certificate,Private for-profit,medium,high,med,0.5922,0.7,0.9
3338,Other,north georgia technical college,Clarkesville,1,1,2,1,5.0,,2300.0,True,1893.0,5400.0,4122.0,0.465,0.1714,0.3933,0.0996921939175,0.033107377935,0.0,4542.0,2013,2594.0,8465.0,Certificate,Public,xl,low,med,0.2954,0.4971,0.4634
5917,Other,north greenville university,Tigerville,1,3,4,2,5.0,0.5791,2068.0,True,6361.0,4680.0,5568.0,1.0,0.4719,0.0363,0.3835605580215,0.193277310924,0.0234227067485,12000.0,2013,15138.0,28373.0,Bachelor,Private nonprofit,xl,high,med,0.5464,0.7332,0.3333
4345,Other,north hennepin community college,Brooklyn Park,1,2,2,1,4.0,,6670.0,True,2947.0,4399.0,6911.0,0.4373,0.4598,0.4693,0.115118956255,0.289032258065,0.037419354839,9189.0,2013,15915.0,19425.0,Associates,Public,xl,med,med,0.1563,0.5745,0.4582
3388,Other,north idaho college,Coeur d'Alene,1,2,2,1,7.0,,5095.0,True,1641.0,5085.0,5981.0,1.0,0.5753,0.4186,0.115118956255,0.289032258065,0.037419354839,8808.0,2013,9599.0,12063.0,Associates,Public,xl,low,med,0.2341,0.5481,0.3746
3715,Other,north iowa area community college,Mason City,1,2,2,1,4.0,,2139.0,True,3544.0,6144.0,6667.0,0.9756,0.5892,0.2139,0.115118956255,0.289032258065,0.037419354839,7035.5,2013,7894.0,11412.0,Associates,Public,xl,med,high,0.3835,0.7893,0.2131
