,OPEID,INSTNM,CITY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,region,ADM_RATE,UGDS,CURROPER,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTFLOAN,UG25abv,COMP_ORIG_YR4_RT,WDRAW_ORIG_YR4_RT,ENRL_ORIG_YR4_RT,DEBT_MDN,Year,NetPrice,Cost,PREDDEG_N,Governance,EnrollmentBins,TuitionBins,ExpenditureBins,Complete,RetentionFT,RetentionPT
1743,01202700,galen college of medical and dental assistants,Fresno,1,1,1,3,8.0,,64.0,False,8059.0,1415.0,,0.42979999999999996,0.5141,0.3846,0.795275590551,0.086614173228,0.0,7521.0,2012,16700.0,21109.0,Certificate,Private for-profit,small,high,low,0.4478,0.7273,
43,01206100,everest college-san jose,San Jose,1,1,1,3,8.0,,522.0,False,14407.0,4986.0,,0.42979999999999996,0.6779,0.3846,0.776722090261,0.125890736342,0.0,9500.0,2010,21108.0,25797.0,Certificate,Private for-profit,large,highest,med,0.6683,0.6923,
967,01206100,everest college-san jose,San Jose,1,1,1,3,8.0,,407.0,False,14211.0,5879.0,,0.42979999999999996,0.5155,0.4029,0.611675126904,0.175126903553,0.0,9500.0,2011,21108.0,24993.0,Certificate,Private for-profit,medium,highest,med,0.7481,0.7939,
1755,01206100,everest college-san jose,San Jose,1,1,1,3,8.0,,301.0,False,10256.0,7565.0,,0.42979999999999996,0.621,0.4029,0.722614840989,0.17667844523,0.0,9500.0,2012,21198.0,25752.0,Certificate,Private for-profit,medium,highest,high,0.7085,0.7581,
2835,01206100,everest college-san jose,San Jose,1,1,1,3,8.0,,172.0,False,7331.0,1397.0,,0.42979999999999996,0.4926,0.4419,0.722614840989,0.17667844523,0.0,9500.0,2013,24919.0,29186.0,Certificate,Private for-profit,medium,high,low,0.7585,0.68,
203,01207200,phillips hairstyling institute,Syracuse,1,1,1,3,2.0,,102.0,False,2779.0,3697.0,,0.42979999999999996,0.5048,0.4419,0.595744680851,0.148936170213,0.0,6128.0,2010,6094.0,18665.0,Certificate,Private for-profit,small,med,med,0.619,0.8235,0.7692
1100,01207200,phillips hairstyling institute,Syracuse,1,1,1,3,2.0,,80.0,False,3095.0,4162.0,,0.42979999999999996,0.4762,0.5875,0.672413793103,0.146551724138,0.0,5500.0,2011,6094.0,9260.0,Certificate,Private for-profit,small,med,med,0.5333,0.6970000000000001,
167,01212000,assemblies of god theological seminary,Springfield,1,4,4,2,4.0,,478.0,False,9604.0,6218.0,,1.0,,0.5875,1.0,0.0,0.0,8500.0,2010,24506.5,26508.0,Graduate,Private nonprofit,,high,high,0.529,0.9271,
1068,01212000,assemblies of god theological seminary,Springfield,1,4,4,2,4.0,,478.0,False,10523.0,6787.0,,1.0,,0.5875,1.0,0.0,0.0,8500.0,2011,24506.5,26508.0,Graduate,Private nonprofit,,highest,high,0.529,0.9271,
1825,01212000,assemblies of god theological seminary,Springfield,1,4,4,2,4.0,,478.0,False,9574.0,6108.0,7211.0,0.9286,,0.5875,1.0,0.0,0.0,8500.0,2012,24506.5,26508.0,Graduate,Private nonprofit,,high,high,0.529,0.9271,
4426,01212000,assemblies of god theological seminary,Springfield,2,4,4,2,4.0,,478.0,True,8157.0,5318.0,7444.0,1.0,,0.5875,1.0,0.0,0.0,16000.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,high,med,0.529,0.9271,
239,01212800,southwestern college,Dayton,6,1,2,3,3.0,,1128.0,False,4491.0,1960.0,3783.0,0.6327,0.5057,0.5875,0.327215756491,0.269471799463,0.007162041182,11833.0,2010,13235.0,18066.0,Certificate,Private for-profit,large,med,low,0.1475,0.4612,0.0
310,01212801,southwestern college,Florence,6,1,2,3,5.0,,633.0,False,10341.0,4513.0,3337.0,0.3125,0.6274,0.5875,0.327215756491,0.269471799463,0.007162041182,11833.0,2010,16062.0,20307.0,Certificate,Private for-profit,large,highest,med,0.3143,0.5784,0.6429
236,01212802,lincoln college of technology,Franklin,6,1,2,3,3.0,,413.0,False,11860.0,5176.0,3305.0,0.5769,0.7245,0.5875,0.327215756491,0.269471799463,0.007162041182,11833.0,2010,10039.0,14438.0,Certificate,Private for-profit,medium,highest,med,0.3902,0.4706,0.4
238,01212803,lincoln college of technology,Cincinnati,6,1,2,3,3.0,,1134.0,False,4741.0,2069.0,3457.0,0.5349,0.5706,0.5875,0.327215756491,0.269471799463,0.007162041182,11833.0,2010,14183.0,19318.0,Certificate,Private for-profit,large,med,low,0.15,0.4611,0.25
237,01212804,lincoln college of technology,Cincinnati,6,1,2,3,3.0,,1220.0,False,4668.0,2037.0,3482.0,0.5273,0.6634,0.5875,0.327215756491,0.269471799463,0.007162041182,11833.0,2010,14249.0,18847.0,Certificate,Private for-profit,large,med,low,0.3819,0.455,0.4706
801,01212806,southwestern college,Toledo,6,1,1,3,3.0,,844.0,False,3391.0,1509.0,3368.0,0.8378,0.5696,0.5875,0.327215756491,0.269471799463,0.007162041182,11833.0,2010,13502.0,18607.0,Certificate,Private for-profit,large,med,low,0.6563,0.4134,0.0
2940,01212806,southwestern college,Chula Vista,1,2,2,1,8.0,,17611.0,True,431.0,5142.0,8792.0,0.2027,0.0184,0.3248,0.327215756491,0.269471799463,0.007162041182,4100.0,2013,4463.0,10665.0,Associates,Public,xl,low,med,0.179,0.7843,0.5473
3799,01212806,southwestern college,Winfield,1,3,4,2,4.0,0.8968,1332.0,True,10933.0,5122.0,5689.0,1.0,0.5406,0.556,0.327215756491,0.269471799463,0.007162041182,19192.0,2013,21201.0,36472.0,Bachelor,Private nonprofit,large,highest,med,0.529,0.6554,
4768,01212806,southwestern college,Santa Fe,1,4,4,2,6.0,,1332.0,True,15854.0,2973.0,5670.0,1.0,,0.556,0.327215756491,0.269471799463,0.007162041182,19192.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,highest,med,0.529,0.6554,
10,01218400,international academy of hair design,Chandler,1,1,1,3,6.0,,240.0,False,8406.0,4475.0,,0.42979999999999996,0.3973,0.556,0.60162601626,0.162601626016,0.0,7000.0,2010,12389.0,27915.0,Certificate,Private for-profit,medium,high,med,0.7167,0.8364,
941,01218400,international academy of hair design,Mesa,1,1,1,3,6.0,,239.0,False,10430.0,4650.0,,0.42979999999999996,0.7483,0.3347,0.722222222222,0.162601626016,0.0,7452.5,2011,12389.0,16143.0,Certificate,Private for-profit,medium,highest,med,0.7208,0.8281,
1735,01218400,international academy of hair design,Mesa,1,1,1,3,6.0,,228.0,False,7416.0,3199.0,,0.42979999999999996,0.6805,0.3347,0.678571428571,0.10119047619,0.0,7827.0,2012,14667.0,18506.0,Certificate,Private for-profit,medium,high,med,0.617,0.8182,
2498,01218400,international academy of hair design,Mesa,1,1,1,3,6.0,,210.0,False,10192.0,4397.0,,0.42979999999999996,0.7656,0.3905,0.678571428571,0.10119047619,0.0,8666.5,2013,15463.0,19268.0,Certificate,Private for-profit,medium,highest,med,0.6144,0.6349,
37,01231600,manchester beauty college,Fresno,1,1,1,3,8.0,,118.0,False,5751.0,6606.0,,0.42979999999999996,0.0,0.3905,0.56462585034,0.21094177345850001,0.0,9500.0,2010,14244.0,24142.0,Certificate,Private for-profit,small,med,high,0.6,0.6154,0.7021
962,01231600,manchester beauty college,Fresno,1,1,1,3,8.0,,120.0,False,5794.0,7155.0,,0.42979999999999996,0.0,0.45,0.56462585034,0.21094177345850001,0.0,9500.0,2011,14244.0,18509.0,Certificate,Private for-profit,small,med,high,0.5714,0.7619,0.5795
1750,01231600,manchester beauty college,Fresno,1,1,1,3,8.0,,90.0,False,6311.0,7075.0,,0.42979999999999996,0.0,0.45,0.12987012987,0.21094177345850001,0.0,9500.0,2012,11107.0,14765.0,Certificate,Private for-profit,small,high,high,0.5172,0.7143,0.6162
2799,01231600,manchester beauty college,Fresno,1,1,1,3,8.0,,67.0,False,6681.0,7342.0,,0.42979999999999996,0.0,0.5224,0.12987012987,0.21094177345850001,0.0,9500.0,2013,13061.0,16790.0,Certificate,Private for-profit,small,high,high,0.5833,0.6667,0.6364
38,01231700,tulare beauty college,Tulare,1,1,1,3,8.0,,77.0,False,4526.0,4776.0,,0.42979999999999996,0.3154,0.5224,0.56462585034,0.21094177345850001,0.0,9500.0,2010,12367.0,24244.0,Certificate,Private for-profit,small,med,med,0.6154,0.7619,0.6667
963,01231700,tulare beauty college,Tulare,1,1,1,3,8.0,,56.0,False,5182.0,5984.0,,0.42979999999999996,0.0,0.4107,0.56462585034,0.0,0.0,9500.0,2011,12367.0,16070.0,Certificate,Private for-profit,small,med,med,0.6047,0.7059,0.7059
1751,01231700,tulare beauty college,Tulare,1,1,1,3,8.0,,52.0,False,6147.0,6426.0,,0.42979999999999996,0.0,0.4107,0.56462585034,0.0,0.0,9500.0,2012,16928.0,21248.0,Certificate,Private for-profit,small,high,high,0.6333,0.6667,0.6757
2800,01231700,tulare beauty college,Tulare,1,1,1,3,8.0,,36.0,False,6744.0,7250.0,,0.42979999999999996,0.0,0.4444,0.56462585034,0.0,0.0,9500.0,2013,9582.0,13897.0,Certificate,Private for-profit,small,high,high,0.6154,0.7143,0.6
641,01234300,empire beauty school-avondale,Avondale,1,1,1,3,6.0,,216.0,False,8877.0,6198.0,,0.42979999999999996,0.9716,0.4444,0.632432432432,0.183783783784,0.0,10555.0,2010,12779.0,32671.0,Certificate,Private for-profit,medium,high,high,0.7204,0.5802,0.6842
1473,01234300,empire beauty school-avondale,Avondale,1,1,1,3,6.0,,285.0,False,4721.0,3731.0,,0.42979999999999996,0.7298,0.3228,0.530434782609,0.117391304348,0.0,10556.0,2011,12779.0,16485.0,Certificate,Private for-profit,medium,med,med,0.5736,0.6667,0.7647
2157,01234300,empire beauty school-avondale,Avondale,1,1,1,3,6.0,,277.0,False,8153.0,5668.0,,0.42979999999999996,0.7564,0.3228,0.434065934066,0.192307692308,0.0,9500.0,2012,12158.0,16112.0,Certificate,Private for-profit,medium,high,med,0.5565,0.7179,0.6667
8302,01234300,empire beauty school-avondale,Avondale,13,1,1,3,6.0,,249.0,True,8160.0,5911.0,,0.42979999999999996,0.7005,0.3855,0.434065934066,0.192307692308,0.0,8100.0,2013,11998.0,15803.0,Certificate,Private for-profit,medium,high,med,0.5965,0.6757,0.6765
184,01234600,dover business college,Clifton,1,1,1,3,2.0,,1278.0,False,9740.0,4088.0,,0.42979999999999996,0.8253,0.3855,0.640271493213,0.20814479638,0.0,8523.0,2010,26884.0,30162.0,Certificate,Private for-profit,large,high,med,0.6941,0.615,
1084,01234600,dover business college,Clifton,1,1,1,3,2.0,0.6824,1074.0,False,10355.0,4624.0,,0.42979999999999996,0.885,0.5056,0.636222910217,0.178018575851,0.0,9284.0,2011,30171.0,33813.0,Certificate,Private for-profit,large,highest,med,0.5583,0.6933,
1838,01234600,dover business college,Clifton,1,1,1,3,2.0,0.6824,1083.0,False,14565.0,6266.0,,0.42979999999999996,0.9004,0.5056,0.560391730141,0.198041349293,0.0,9500.0,2012,25748.0,30467.0,Certificate,Private for-profit,large,highest,high,0.6031,0.6947,0.5926
674,012425A1,stone academy-east hartford,East Hartford,3,1,1,3,1.0,,192.0,False,12870.0,5003.0,,0.42979999999999996,0.8062,0.5056,0.366214549938,0.136868064118,0.0,11820.0,2010,20802.0,33270.0,Certificate,Private for-profit,medium,highest,med,0.8947,0.8889,0.9545
8410,012425A1,stone academy-east hartford,East Hartford,3,1,1,3,1.0,,312.0,True,9030.0,4950.0,,0.42979999999999996,0.6699,0.5897,0.366214549938,0.136868064118,0.0,11489.0,2013,20802.0,23679.0,Certificate,Private for-profit,medium,high,med,0.5781,0.6786,0.9412
564,01244603,universal college of beauty inc-compton,Compton,3,1,1,3,8.0,,52.0,False,185.0,491.0,,0.42979999999999996,0.0,0.5897,0.56462585034,0.21094177345850001,0.0,9500.0,2010,15310.0,16039.0,Certificate,Private for-profit,small,low,low,0.5,0.8,
1414,01244603,universal college of beauty inc-compton,Compton,3,1,1,3,8.0,,64.0,False,407.0,540.0,,0.42979999999999996,0.0,0.25,0.56462585034,0.21094177345850001,0.0,9500.0,2011,15310.0,19916.0,Certificate,Private for-profit,small,low,low,0.5227,0.6522,
282,01248200,ati technical training center,Dallas,3,1,1,3,6.0,,1436.0,False,7707.0,2176.0,,0.42979999999999996,0.738,0.25,0.473290598291,0.398504273504,0.0,9610.0,2010,24388.0,36225.0,Certificate,Private for-profit,large,high,low,0.5066,0.5041,
1170,01248200,ati technical training center,Dallas,3,1,1,3,6.0,,457.0,False,10751.0,3504.0,,0.42979999999999996,0.607,0.6761,0.477996965099,0.344461305008,0.0,11008.0,2011,24388.0,30043.0,Certificate,Private for-profit,medium,highest,med,0.5204,0.4381,
777,01248209,ati career training center-garland,Garland,3,1,1,3,6.0,,797.0,False,5321.0,1407.0,,0.42979999999999996,0.5823,0.6761,0.473290598291,0.398504273504,0.0,9610.0,2010,24464.0,25830.0,Certificate,Private for-profit,large,med,low,0.5317,0.5091,
1560,01248209,ati career training center-garland,Garland,3,1,1,3,6.0,,410.0,False,6943.0,1968.0,,0.42979999999999996,0.6481,0.5366,0.477996965099,0.344461305008,0.0,11008.0,2011,24464.0,28689.0,Certificate,Private for-profit,medium,high,low,0.6085,0.4571,
810,01248210,ati career training center-waco,Waco,3,1,1,3,6.0,,1122.0,False,2713.0,728.0,,0.42979999999999996,0.8984,0.5366,0.473290598291,0.398504273504,0.0,9610.0,2010,27208.0,34291.0,Certificate,Private for-profit,large,med,low,0.6563,0.4249,
1579,01248210,ati career training center-waco,Waco,3,1,1,3,6.0,,337.0,False,8637.0,1947.0,,0.42979999999999996,0.7512,0.6231,0.477996965099,0.344461305008,0.0,11008.0,2011,27208.0,30190.0,Certificate,Private for-profit,medium,high,low,0.6563,0.3398,
744,012483A1,paul mitchell the school-san antonio,San Antonio,2,1,1,3,6.0,,259.0,False,7835.0,2465.0,,0.42979999999999996,0.6416,0.6231,0.704402515723,0.207547169811,0.0,9350.0,2010,19127.0,34626.0,Certificate,Private for-profit,medium,high,low,0.6923,0.7738,
8632,012483A1,paul mitchell the school-san antonio,San Antonio,3,1,1,3,6.0,,257.0,True,4405.0,3012.0,,0.42979999999999996,0.5777,0.2724,0.704402515723,0.207547169811,0.0,9833.0,2013,19127.0,21352.0,Certificate,Private for-profit,medium,med,med,0.6687,0.8125,
302,01260100,corban university school of ministry,Tacoma,1,4,4,2,8.0,,478.0,False,10782.0,20277.0,4780.0,0.4,,0.2724,0.6351555000845,0.0,0.0,8500.0,2010,24506.5,26508.0,Graduate,Private nonprofit,,highest,highest,0.529,0.9271,
433,01260500,empire beauty school-hanover,Hanover,1,1,1,3,2.0,,106.0,False,8565.0,5802.0,,0.42979999999999996,0.9366,0.2724,0.652173913043,0.188405797101,0.0,8100.0,2010,13793.0,29552.0,Certificate,Private for-profit,small,high,med,0.6818,0.7143,0.6667
1298,01260500,empire beauty school-hanover,Hanover,2,1,1,3,2.0,,127.0,False,6371.0,4266.0,,0.42979999999999996,0.5742,0.4094,0.647058823529,0.205882352941,0.0,9700.0,2011,13793.0,17726.0,Certificate,Private for-profit,small,high,med,0.6279,0.7368,0.8571
2010,01260500,empire beauty school-hanover,Hanover,2,1,1,3,2.0,,119.0,False,9196.0,6026.0,,0.42979999999999996,0.6364,0.4094,0.494252873563,0.367816091954,0.0,9500.0,2012,13897.0,17431.0,Certificate,Private for-profit,small,high,high,0.6129,0.8140000000000001,0.5556
7399,01260500,empire beauty school-hanover,Hanover,14,1,1,3,2.0,,96.0,True,9374.0,6822.0,,0.42979999999999996,0.5632,0.2917,0.494252873563,0.367816091954,0.0,7000.0,2013,13941.0,17701.0,Certificate,Private for-profit,small,high,high,0.7179,0.78,0.4
246,01260700,empire beauty school-state college,State College,1,1,1,3,2.0,,40.0,False,8832.0,11661.0,,0.42979999999999996,0.9792,0.2917,0.56462585034,0.21094177345850001,0.0,12100.0,2010,12281.0,31748.0,Certificate,Private for-profit,small,high,highest,0.7273,0.9,
1135,01260700,empire beauty school-state college,State College,1,1,1,3,2.0,,39.0,False,6486.0,5001.0,,0.42979999999999996,0.5738,0.4103,0.56462585034,0.21094177345850001,0.0,8139.0,2011,12281.0,15661.0,Certificate,Private for-profit,small,high,med,0.6667,0.9333,
1878,01260700,empire beauty school-state college,State College,1,1,1,3,2.0,,47.0,False,9712.0,8943.0,,0.42979999999999996,0.6308,0.4103,0.56462585034,0.21094177345850001,0.0,8100.0,2012,14272.0,17086.0,Certificate,Private for-profit,small,high,high,0.65,0.75,
5653,01260700,empire beauty school-state college,State College,13,1,1,3,2.0,,39.0,True,9094.0,7234.0,,0.42979999999999996,0.6351,0.4103,0.56462585034,0.21094177345850001,0.0,8100.0,2013,13484.0,17215.0,Certificate,Private for-profit,small,high,high,0.76,0.7083,
26,01265100,marinello schools of beauty-city of industry,City of Industry,1,1,1,3,8.0,,164.0,False,7373.0,3303.0,,0.42979999999999996,0.7525,0.4103,0.725663716814,0.088495575221,0.0,5902.0,2010,16298.0,28009.0,Certificate,Private for-profit,medium,high,med,0.617,0.6923,0.6923
953,01265100,marinello schools of beauty-city of industry,City of Industry,1,1,1,3,8.0,,126.0,False,8020.0,3564.0,,0.42979999999999996,0.7717,0.4841,0.604026845638,0.201342281879,0.0,6039.5,2011,16298.0,20135.0,Certificate,Private for-profit,small,high,med,0.6353,0.6667,0.92
9797,01265100,marinello schools of beauty-city of industry,City of Industry,10,0,0,3,8.0,,126.0,True,8020.0,3564.0,,0.2157,,0.4841,0.604026845638,0.201342281879,0.0,6820.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.6353,0.6667,
222,01267400,carousel of miami valley beauty college,Huber Heights,1,1,1,3,3.0,,56.0,False,2205.0,4813.0,,0.42979999999999996,0.3182,0.4841,0.56462585034,0.21094177345850001,0.0,9500.0,2010,6398.0,23098.0,Certificate,Private for-profit,small,low,med,0.5556,0.65,0.5
1118,01267400,carousel of miami valley beauty college,Huber Heights,1,1,1,3,3.0,,58.0,False,549.0,4294.0,,0.42979999999999996,0.4947,0.4138,0.56462585034,0.21094177345850001,0.0,9500.0,2011,6398.0,9745.0,Certificate,Private for-profit,small,low,med,0.4615,0.5556,0.625
1864,01267400,carousel of miami valley beauty college,Huber Heights,1,1,1,3,3.0,,41.0,False,1976.0,5589.0,,0.42979999999999996,0.5114,0.4138,0.56462585034,0.21094177345850001,0.0,9500.0,2012,12204.0,15466.0,Certificate,Private for-profit,small,low,med,0.4615,0.5294,0.6429
5273,01267400,carousel of miami valley beauty college,Huber Heights,1,1,1,3,3.0,,34.0,False,2076.0,6895.0,,0.42979999999999996,0.5429,0.5882,0.56462585034,0.21094177345850001,0.0,9500.0,2013,13165.0,17158.0,Certificate,Private for-profit,small,low,high,0.3846,0.5,0.75
400,01287300,wyotech-long beach,Long Beach,3,1,1,3,8.0,,2051.0,False,12356.0,5802.0,3256.0,0.8906,0.7711,0.5882,0.663272727273,0.211272727273,0.0,9500.0,2010,26985.0,27050.0,Certificate,Private for-profit,xl,highest,med,0.615,0.6656,
1271,01287300,wyotech-long beach,Long Beach,3,1,2,3,8.0,,1633.0,False,13307.0,6178.0,3848.0,0.6984,0.452,0.4274,0.620741634007,0.239975881821,0.0,9500.0,2011,26985.0,31536.0,Certificate,Private for-profit,large,highest,high,0.5923,0.6687,
1987,01287300,wyotech-long beach,Long Beach,3,1,2,3,8.0,,1477.0,False,8733.0,3918.0,4922.0,0.6984,0.6682,0.4274,0.610927573062,0.235578144854,0.0,9500.0,2012,20730.0,24315.0,Certificate,Private for-profit,large,high,med,0.6301,0.6692,
7221,01287300,wyotech-long beach,Long Beach,3,1,2,3,8.0,,1400.0,False,8539.0,3808.0,5070.0,0.6984,0.5453,0.5264,0.610927573062,0.235578144854,0.0,9500.0,2013,29988.0,34150.0,Certificate,Private for-profit,large,high,med,0.6709,0.7007,
348,01287301,everest college-west los angeles,Los Angeles,3,1,2,3,8.0,,529.0,False,12914.0,5595.0,870.0,0.3529,0.8024,0.5264,0.663272727273,0.211272727273,0.0,9500.0,2010,24683.0,25777.0,Certificate,Private for-profit,large,highest,med,0.5831,0.6542,0.7692
1226,01287301,everest college-west los angeles,Los Angeles,3,1,2,3,8.0,,436.0,False,14472.0,6342.0,1022.0,0.1212,0.6559999999999999,0.4358,0.620741634007,0.239975881821,0.0,9500.0,2011,24683.0,29285.0,Certificate,Private for-profit,medium,highest,high,0.5716,0.7552,
1951,01287301,everest college-west los angeles,Los Angeles,3,1,2,3,8.0,,431.0,False,10954.0,6086.0,2981.0,0.1212,0.7271,0.4358,0.610927573062,0.235578144854,0.0,9500.0,2012,21920.0,26313.0,Certificate,Private for-profit,medium,highest,high,0.6809,0.6545,
6970,01287301,everest college-west los angeles,Los Angeles,3,1,2,3,8.0,,422.0,False,10931.0,6065.0,4649.0,0.1212,0.7123,0.48100000000000004,0.610927573062,0.235578144854,0.0,9500.0,2013,23739.0,28854.0,Certificate,Private for-profit,medium,highest,high,0.6089,0.7015,
357,01287302,everest college-city of industry,City of Industry,3,1,2,3,8.0,,1148.0,False,14492.0,4548.0,2853.0,0.4318,0.8165,0.48100000000000004,0.663272727273,0.211272727273,0.0,9500.0,2010,24910.0,22257.0,Certificate,Private for-profit,large,highest,med,0.6408,0.6939,0.2
1235,01287302,everest college-city of industry,City of Industry,3,1,2,3,8.0,,980.0,False,14187.0,4492.0,3413.0,0.375,0.6063,0.3,0.620741634007,0.239975881821,0.0,9500.0,2011,24910.0,29434.0,Certificate,Private for-profit,large,highest,med,0.6655,0.7018,0.3333
1959,01287302,everest college-city of industry,City of Industry,3,1,2,3,8.0,,994.0,False,10968.0,3574.0,3179.0,0.375,0.6337,0.3,0.610927573062,0.235578144854,0.0,9500.0,2012,18333.0,22732.0,Certificate,Private for-profit,large,highest,med,0.713,0.7181,0.0
7004,01287302,everest college-city of industry,City of Industry,3,1,2,3,8.0,,1029.0,False,10057.0,3517.0,3268.0,0.375,0.5302,0.3712,0.610927573062,0.235578144854,0.0,9500.0,2013,20455.0,25047.0,Certificate,Private for-profit,large,highest,med,0.7266,0.7919,0.7
61,01287700,sanford-brown college-farmington,Farmington,1,2,2,3,1.0,,147.0,False,20093.0,11267.0,3870.0,0.0606,0.8929,0.3712,0.432432432432,0.354954954955,0.010035842294,9500.0,2010,20909.0,25028.0,Associates,Private for-profit,small,highest,highest,0.4012,0.6271,
982,01287700,sanford-brown college-farmington,Farmington,1,1,2,3,1.0,,318.0,False,5183.0,1854.0,3868.0,0.0976,0.9524,0.5157,0.354838709677,0.371916508539,0.0,9500.0,2011,20909.0,25028.0,Certificate,Private for-profit,medium,med,low,0.4012,0.7018,0.5
1765,01287700,sanford-brown college-farmington,Farmington,1,1,2,3,1.0,,272.0,False,13945.0,3852.0,3808.0,0.0976,0.9309999999999999,0.5157,0.354838709677,0.0,0.0,11250.0,2012,14346.0,18802.0,Certificate,Private for-profit,medium,highest,med,0.5,0.6462,
3063,01287700,sanford-brown college-farmington,Farmington,1,2,2,3,1.0,,62.0,False,12818.0,4780.0,6053.0,0.0976,0.8456,0.6774,0.354838709677,0.0,0.0,17028.0,2013,20531.0,25409.0,Associates,Private for-profit,small,highest,med,0.6127,0.6462,
50,01291100,marinello schools of beauty-huntington beach,Huntington Beach,1,1,1,3,8.0,,120.0,False,5274.0,2363.0,,0.42979999999999996,0.7188,0.6774,0.511627906977,0.197674418605,0.0,6305.5,2010,16343.0,26151.0,Certificate,Private for-profit,small,med,low,0.6154,0.6667,0.9
973,01291100,marinello schools of beauty-huntington beach,Huntington Beach,1,1,1,3,8.0,,175.0,False,3755.0,1669.0,,0.42979999999999996,0.2564,0.3943,0.558823529412,0.28431372549,0.0,6332.0,2011,16343.0,20020.0,Certificate,Private for-profit,medium,med,low,0.5645,0.6522,0.9286
9799,01291100,marinello schools of beauty-huntington beach,Huntington Beach,10,0,0,3,8.0,,175.0,True,3755.0,1669.0,,0.2157,,0.3943,0.558823529412,0.28431372549,0.0,6820.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.5645,0.6522,
62,01291300,the leon institute of hair design,Bridgeport,1,1,1,3,1.0,,50.0,False,2553.0,1050.0,,0.42979999999999996,0.0,0.3943,0.0,0.0,0.0,9500.0,2010,3985.0,17149.0,Certificate,Private for-profit,small,med,low,0.6923,0.8,0.6667
983,01291300,the leon institute of hair design,Bridgeport,1,1,1,3,1.0,,45.0,False,1576.0,1162.0,,0.42979999999999996,0.0,0.8,0.0,0.0,0.0,9500.0,2011,3985.0,8370.0,Certificate,Private for-profit,small,low,low,0.7778,0.7778,1.0
1766,01291300,the leon institute of hair design,Bridgeport,1,1,1,3,1.0,,19.0,False,2189.0,1229.0,,0.42979999999999996,0.0,0.8,0.0,0.0,0.0,9500.0,2012,8041.0,11670.0,Certificate,Private for-profit,small,low,low,0.7143,0.8333,1.0
313,01291400,empire beauty school-hurstborne,Louisville,2,1,1,3,5.0,,198.0,False,6659.0,6340.0,,0.42979999999999996,0.9642,0.8,0.562770562771,0.17316017316,0.0,8586.0,2010,11584.0,38225.0,Certificate,Private for-profit,medium,high,high,0.5802,0.4722,0.5
1196,01291400,empire beauty school-hurstborne,Louisville,2,1,1,3,5.0,,180.0,False,3741.0,3908.0,,0.42979999999999996,0.6667,0.4167,0.497959183673,0.163265306122,0.0,10000.0,2011,11584.0,16503.0,Certificate,Private for-profit,medium,med,med,0.4063,0.5217,0.1667
1926,01291400,empire beauty school-hurstborne,Louisville,2,1,1,3,5.0,,127.0,False,7030.0,6924.0,,0.42979999999999996,0.6457,0.4167,0.465863453815,0.212851405622,0.0,9500.0,2012,11601.0,16366.0,Certificate,Private for-profit,small,high,high,0.3678,0.5682,0.6
6776,01291400,empire beauty school-hurstborne,Louisville,13,1,1,3,5.0,,118.0,True,6955.0,7757.0,,0.42979999999999996,0.7087,0.4915,0.465863453815,0.212851405622,0.0,6569.0,2013,12413.0,16616.0,Certificate,Private for-profit,small,high,high,0.4746,0.76,0.625
859,01291401,the hair design school-greensboro,Greensboro,2,0,0,3,5.0,,126.0,False,6438.0,10320.0,,0.2157,0.9255,0.4915,0.562770562771,0.17316017316,0.0,8586.0,2010,19368.0,23380.0,Not classified,Private for-profit,small,high,highest,0.728,0.706,
132,01291500,empire beauty school-florence,Florence,1,1,1,3,5.0,,164.0,False,6622.0,5962.0,,0.42979999999999996,0.9878,0.4915,0.571428571429,0.175824175824,0.0,10745.0,2010,10947.0,37575.0,Certificate,Private for-profit,medium,high,med,0.5286,0.5,0.7273
1044,01291500,empire beauty school-florence,Florence,1,1,1,3,5.0,,183.0,False,4535.0,3588.0,,0.42979999999999996,0.7987,0.4317,0.514285714286,0.228571428571,0.0,12000.0,2011,10947.0,15374.0,Certificate,Private for-profit,medium,med,med,0.4634,0.5556,1.0
1805,01291500,empire beauty school-florence,Florence,1,1,1,3,5.0,,174.0,False,7247.0,6422.0,,0.42979999999999996,0.6471,0.4317,0.43949044586,0.312101910828,0.0,10437.0,2012,11900.0,15834.0,Certificate,Private for-profit,medium,high,high,0.5294,0.7347,0.5556
3867,01291500,empire beauty school-florence,Florence,16,1,1,3,5.0,,165.0,True,7540.0,6577.0,,0.42979999999999996,0.723,0.3333,0.43949044586,0.312101910828,0.0,6406.0,2013,11300.0,15270.0,Certificate,Private for-profit,medium,high,high,0.4255,0.7659999999999999,0.5652
131,01291600,empire beauty school-dixie,Louisville,1,1,1,3,5.0,,129.0,False,7266.0,5856.0,,0.42979999999999996,0.9555,0.3333,0.427083333333,0.177083333333,0.0,9500.0,2010,11906.0,40112.0,Certificate,Private for-profit,small,high,med,0.4,0.4359,0.3636
